n,grid,step2,seed,wall,sigma_x,err_sigma_x,emit_x,err_emit_x,emit_x_q99,err_emit_x_q99,emit_x_q999,err_emit_x_q999,r_q999,err_r_q999,halo_x,err_halo_x
2000,48,50,2,4.165877374995034,1.6478393479879052,0.016343274871878793,4.7936454741770245,0.012311284594618017,29.500521733911995,0.04892534336911705,56.09170313944557,0.1112775318657902,4.015291446668916,0.007844012885963269,3.730765577366408,0.027018605309925007
2000,48,100,0,5.863266082997143,1.6046998601086875,0.00963233522772908,4.735728299842974,0.02544157842390843,27.342586958105475,0.11730031162990794,54.182230530137794,0.1795410162681177,4.041521893658109,0.017447295114374733,3.550696018734852,0.09281878418141927
2000,48,100,1,5.959745750005823,1.6057372775910794,0.006585552206537465,4.888848483598748,0.004971822893908059,32.97584771978681,0.06350467297653047,79.50708651369715,0.16622819046011877,4.473992631992988,0.07828344098452025,4.345575501211005,0.10611236495083552
2000,48,100,2,5.977901416001259,1.6478301470743582,0.016337599994277616,4.7938483355284,0.012269486787787052,29.510603093469307,0.04860032791122701,56.12173186333287,0.1108017538074614,4.015862400287636,0.007702933450335245,3.730900541685303,0.02698340669760035
5000,24,25,0,1.609267624997301,1.646487840986346,0.016157824082530872,4.6379306642133145,0.045567207129481625,29.38637852696869,0.051320666628022454,49.2419200814663,0.25435008282698585,3.8289111249622967,0.06913606270405097,3.518550620775298,0.10103173765590763
5000,24,25,1,1.653751582998666,1.6402827320395608,0.014786532775008182,4.708725503495489,0.03205499850723404,30.160403183626116,0.02729628068375953,68.85098350804249,0.009922026185059898,4.153179703011616,0.0009638525478581959,4.019502330189199,0.023114482105298075
5000,24,25,2,1.6890818340034457,1.6826306833499673,0.037801640799492005,4.678720708384366,0.03599052723062106,28.12151485486319,0.09338348908642835,49.05357569647159,0.22279031614714795,3.8534590520883123,0.047831889563097064,3.531220718186484,0.07905978328315277
5000,24,50,0,2.3169996249998803,1.623015503865048,0.0016714741553907105,4.713559058748692,0.030003753287086255,29.981810227709904,0.03209836782011335,49.75297118904846,0.24661144843967156,3.8693302765224566,0.0593095795772527,3.6560254357373676,0.06590775939258064
5000,24,50,1,2.269798166998953,1.6175324353302603,0.0007117063647299497,4.787781898844579,0.015803840384429516,30.61601683233484,0.012602276496480746,70.02274905912031,0.02710975218784298,4.213561549000591,0.015516568661068757,4.172714488294479,0.0621127373407267
5000,24,50,2,2.767722374999721,1.659233579690512,0.023370932499678903,4.754355957931506,0.020406545714464853,29.078651174476484,0.06252613324926949,49.74176780413348,0.21188653262409685,3.89857384839677,0.036684276529427934,3.6588223288125246,0.04578136079935074
5000,24,100,0,3.4398710419991403,1.6230206702708314,0.0016746626901180913,4.713770575106082,0.02996022565324749,29.988151393310133,0.031893656213716995,49.76990796674603,0.24635498185862678,3.869541517230749,0.059258223891257254,3.656181943421452,0.0658677726321304
5000,24,100,1,3.0732277909992263,1.6175531140905213,0.0007244996027598779,4.788056897472654,0.015747310534204747,30.617381110021416,0.012558277151649918,70.03481619251814,0.02728675566971698,4.214116703272234,0.01565036719574307,4.172871454812037,0.06215269122161217
5000,24,100,2,3.4809538749977946,1.6592533963308997,0.023383154873912917,4.754636056254215,0.020348833905355464,29.081004602611145,0.06245026049436477,49.746588017086204,0.21181016069540667,3.8984030884837875,0.03672647034581086,3.6590772025005895,0.04571488989643801
5000,32,25,0,1.921773125002801,1.6357330160138197,0.009520301915392477,4.69949027549456,0.03289894708485912,29.66209821708675,0.04241961842370973,49.52703339026608,0.25003273056412195,3.8360819476405426,0.06739273150254946,3.5564649614709793,0.09134485443419964
5000,32,25,1,1.82817091600009,1.6306431764510674,0.008822871143957597,4.774632981790815,0.018506785911363607,30.775567512797753,0.007456604558316206,69.82619618550254,0.02422666953219184,4.154677729259981,0.0013248940225851296,4.0637032697383235,0.03436528323948767
5000,32,25,2,1.7574155410038657,1.6713234323936172,0.030827630571609404,4.749388375378085,0.021430072643456432,29.01422137636165,0.06460330153366703,49.33113340958447,0.21839266440827793,3.8748370056207038,0.04254951719458471,3.5657608302032857,0.07005174306568546
5000,32,50,0,3.478018833004171,1.6125587190896344,0.004782107462265281,4.779095885849641,0.01651702796614179,30.283825546337773,0.022348418846949828,50.86539702586694,0.22976644662592177,3.874474929438504,0.05805883968981271,3.6953070526104606,0.05587154543164872
5000,32,50,1,3.214013459000853,1.608535495824767,0.004854390789151279,4.8578116920453125,0.001408227764007638,31.263417519938955,0.008277055019295876,70.87527076414524,0.039614736195877444,4.21273047812752,0.015316271066855337,4.215396464390225,0.0729769051608197
5000,32,50,2,3.2700427499949,1.6484424181852309,0.016715232453833603,4.829120933619624,0.005001876513852045,29.733183193060484,0.04142451272731452,50.27383591231849,0.2034563931229636,3.917859684198261,0.031918854713579005,3.6931108886214457,0.03683892524478319
5000,32,100,0,4.472405041997263,1.6125627120082366,0.004779643165003224,4.779421290379383,0.01645006345618672,30.28203399524531,0.02240625542230531,50.871973465764505,0.2296668623315482,3.8743173011967054,0.05809716140609211,3.6954613636999545,0.05583211988774331
5000,32,100,1,4.426498540997272,1.6085405861624034,0.0048512415722634285,4.858126907563458,0.0013434307642770154,31.265015328695778,0.008328585978980198,70.87808493893685,0.039656015157524364,4.213139831230538,0.015414929850811053,4.215555908525614,0.07301748968860512
5000,32,100,2,4.343280708999373,1.6484485650573748,0.016719023680310037,4.829430222519498,0.0049381502416753365,29.75437126753608,0.040741425125057566,50.28324186749671,0.2033073642428747,3.918013086312594,0.03188094991184968,3.6933417882818826,0.036778706753702324
5000,48,25,0,2.9425955840051756,1.6306299690442787,0.006370870151806959,4.718840777545489,0.028916836300318806,29.796987366239115,0.03806499718381996,50.80693721486886,0.23065167923172902,3.8271357662316925,0.06956767821147522,3.566082536785374,0.08888762249406634
5000,48,25,1,2.888711040999624,1.6263785373655424,0.006184485561640614,4.8029285474666645,0.01269023293115339,30.923481425822892,0.002686230221401467,70.87128773556616,0.03955631221864445,4.137470954016139,0.002822135788215337,4.072151705644479,0.036515727850952515
5000,48,25,2,2.88279212499765,1.6662796830258333,0.02771678074492828,4.7757861949079805,0.015991032856004898,29.537433771184887,0.04773532701986361,50.15922572356061,0.2052722882398049,3.882982282101241,0.0405368650784927,3.5699004156628433,0.06897214169423656
5000,48,50,0,4.833893125003669,1.6075532074697803,0.00787134363482262,4.802285701469905,0.01174483060248084,30.454362041486267,0.016842995700487876,52.149288459938695,0.2103250125816984,3.8637476016436847,0.060666808969289845,3.706761049655464,0.052945118919651514
5000,48,50,1,4.972171499997785,1.604055719983455,0.007625874085791014,4.8888467614018,0.004971468872012773,31.578350878442254,0.018433976572626534,71.86080814885491,0.054070824718285476,4.197478123262077,0.01164027894075728,4.226971664973154,0.075923228953375
5000,48,50,2,4.883148957997037,1.643729084581757,0.013808174240927326,4.859454217984778,0.0012480313756730737,30.038809023033313,0.03157136558907942,51.03750300121967,0.1913567765648091,3.9260522578352375,0.02989451573551007,3.6964324276660694,0.035972669881068564
5000,48,100,0,6.693002250001882,1.6075471396450263,0.007875088495516658,4.80263827326946,0.01167227538083129,30.456118636369865,0.016786287615085393,52.157084109358834,0.21020696630456662,3.863820100511518,0.060649183440945595,3.706923433709865,0.052903630782361266
5000,48,100,1,6.758673999996972,1.6040600084272287,0.00762322097306657,4.889247158152936,0.0050537760767092954,31.595693120117705,0.018993281528740313,71.86831672402039,0.05418096222189852,4.197521018705398,0.01165061723364938,4.226978216270927,0.0759248965049966
5000,48,100,2,6.659456166999007,1.6437429676863329,0.013816736968833624,4.859900401684723,0.0013399636238561447,30.044330147008047,0.031393368700215904,51.049438464580525,0.19116766990798292,3.925933556146213,0.02992384625684587,3.696705442683231,0.0359014677305553
10000,24,25,0,3.8655545829969924,1.6393910514787162,0.011777920384168522,4.625404296028054,0.04814498964439344,30.190725195795878,0.02535397390055152,57.52126356785491,0.12897942760762965,3.9655247148203783,0.03592331370228875,3.6598866968415367,0.0649212306881828
10000,24,25,1,3.6073157919963705,1.6281679922459185,0.007291559773996803,4.623480872545156,0.049578235818735474,29.036115711193016,0.06355569669216483,64.91304045184434,0.047840626251887036,4.165410081970622,0.003911513886001071,3.8160984458034104,0.028659454749659845
10000,24,25,2,3.734515125004691,1.6664327683794895,0.027811199700186178,4.686919618846278,0.03430121345356497,28.1770630063552,0.09159265841627058,59.7785468173156,0.0528628175741598,3.9024969962022604,0.03571488871904129,3.4630277311054405,0.09684447286020025
10000,24,50,0,6.5234700000000885,1.6157984464921182,0.0027826548905679825,4.702994152039579,0.032177889587699994,30.6625384290595,0.010122445347353487,58.99580838099112,0.10665100873273807,4.009405966344102,0.02525514376213395,3.8095980421690543,0.026670893413620736
10000,24,50,1,6.1898836249965825,1.6048234556303536,0.007150902436095511,4.70128583058313,0.03358432830208269,29.440069416986894,0.05052777827658473,66.16791970980579,0.02943376932340186,4.228331171568203,0.019076216777242094,3.9671137499338673,0.009779618544305356
10000,24,50,2,6.283748124995327,1.6429064341352975,0.013300785429117282,4.764669875112584,0.018281453304887965,28.628247791272063,0.07704679993070339,61.037410304511056,0.032917260517297695,3.965242211619876,0.020210898045838192,3.5962057426539538,0.06211172840564376
10000,24,100,0,8.390492958002142,1.6158108230130703,0.00277501651129343,4.70321120961912,0.032133221634068475,30.668891665987744,0.009917344042736783,58.99815782023024,0.10661543215141968,4.009592448751051,0.025209807178989584,3.8097372695283447,0.026635321670951177
10000,24,100,1,8.267944667000847,1.6048360780276896,0.007143093392826491,4.7015289040928545,0.03353436111062957,29.444425267240838,0.050387297669710875,66.17087316688838,0.029390447337147893,4.228320500041187,0.019073644817067435,3.967294789933967,0.009825700031695262
10000,24,100,2,8.229357500000333,1.6429118764100972,0.013304142078780636,4.764879229350291,0.018238317695627768,28.63429399634715,0.07685187482166378,61.03889756694098,0.032893696184900775,3.965739257665044,0.02008808075694769,3.596349829257689,0.062074150706978054
10000,32,25,0,4.7995246249993215,1.628948132587381,0.005332896331435392,4.693665209569182,0.0340976786620068,30.502410283641233,0.015291856137801162,58.98844720371237,0.10676247597892012,3.95760547161575,0.037848596810012236,3.7041368497310243,0.053615586023972206
10000,32,25,1,4.3343339579951135,1.6178073700876066,0.0008817990467396401,4.6906028544589455,0.03578036485864019,29.194279107770313,0.05845476607218066,65.99985739390593,0.031898945940364985,4.169307225546639,0.004850770100932862,3.863790633999285,0.016519999558899007
10000,32,25,2,4.775201291995472,1.6561416928980728,0.021463939350135634,4.756433263334553,0.019978535108321285,28.68384596503706,0.07525435658004682,61.105803052205424,0.031833639087898186,3.9109369022703504,0.03362943528499919,3.5034086406519975,0.08631315619752267
10000,32,50,0,7.5755888749990845,1.6058814509673502,0.008903096440775584,4.776122838774257,0.017128846863174632,31.054675967284027,0.002536915792079438,60.41819531351031,0.08511239495272625,4.005918171359737,0.026103077408454467,3.8538416984300357,0.015366908598441415
10000,32,50,1,8.112661457998911,1.5949714153387669,0.013246021047645844,4.772914078049596,0.018860130841562895,29.748182998590803,0.040590801473811854,67.1805428859916,0.01458038019590932,4.23140826018103,0.019817830358347825,4.014839939484181,0.021927728358270917
10000,32,50,2,7.763071000001219,1.6332294667194687,0.007332290523202407,4.840176020690856,0.0027240725321226334,29.06155361833664,0.0630773456136338,62.33790299881354,0.012312126203623576,3.9724454058690393,0.018431029163199088,3.6354392559507422,0.05187965198741756
10000,32,100,0,10.879574457998388,1.6058841751890056,0.008901415141296335,4.776421439500131,0.017067398267802476,31.060024729063976,0.002709589663924884,60.41533797443321,0.08515566245006698,4.005953671434054,0.02609444682449099,3.8540195902601386,0.015321458318872142
10000,32,100,1,10.62672254199424,1.594974519687412,0.013244100493867698,4.773225681363969,0.0187960763813121,29.754441974138892,0.04038894313797763,67.18096437649913,0.014574197676420151,4.231373450384236,0.01980944079883044,4.014982118917935,0.021963918370312502
10000,32,100,2,11.128997082996648,1.633225157204774,0.007329632529701266,4.840439898015973,0.002669702917666724,29.06782348353162,0.06287520987036717,62.325161865753785,0.01251399797049687,3.973070275388434,0.01827662741103063,3.6356107963403543,0.05183491435808405
10000,48,25,0,7.474384791996272,1.6238874332308708,0.0022096001136105957,4.722509497301696,0.028161855966051443,30.861127783316704,0.0037113928238654676,60.262342570753155,0.08747240822060447,3.9670077523875764,0.035562765717782205,3.718491078312449,0.04994816801129911
10000,48,25,1,8.026636833004886,1.6126308989324472,0.0023207056879303075,4.717751260520989,0.030199626731785462,29.56992140282941,0.04633991948634853,66.89854435834194,0.018716799313174125,4.158651433170764,0.0022826021546309967,3.8801829352417743,0.012347542518568318
10000,48,25,2,7.932443541998509,1.651927840462609,0.018864947774096665,4.783236026958644,0.01445606013268962,28.855233880807333,0.06972893894126264,62.20138753857799,0.014475090598863991,3.9164258626007933,0.032273143985298326,3.509059262627387,0.08483947742128553
10000,48,50,0,13.26019970800553,1.60101317904568,0.011907632811966107,4.808544538050501,0.010456834013003517,31.53046378573342,0.017896755726722755,61.65622593042327,0.06636541219024347,4.021195638786689,0.022388903060492082,3.8689553485443238,0.01150546300755081
10000,48,50,1,13.680893249998917,1.589848151882073,0.01641560800857582,4.805724324462879,0.012115521500902107,30.030776657783978,0.03147686815936539,67.99440597475044,0.002642449642737999,4.221589687181398,0.017451441865909797,4.0342831622056154,0.026876759634031272
10000,48,50,2,13.23335025000415,1.628896723121836,0.004659970055448662,4.872228693655421,0.003880100337193541,29.309289750754406,0.05509051883139959,63.40273978699041,0.004559252727339046,3.967998739370316,0.01952977550527782,3.643724761379067,0.04971879720836857
10000,48,100,0,18.766092874997412,1.6010135621632728,0.011907396364462678,4.808904662957285,0.010382724448749887,31.531775055552178,0.017939087400099505,61.66944375932318,0.06616526010421352,4.0210974458707085,0.022412775185334112,3.8692001565911376,0.011442916042004076
10000,48,100,1,18.650561250004102,1.5898569798277502,0.016410146462093468,4.806126408025477,0.012032867548296421,30.03508252838978,0.031337999447045545,68.00336065896255,0.0025111002797722696,4.22177512559449,0.017496134646298022,4.034417979512489,0.026911075707955413
10000,48,100,2,19.08765787500306,1.6288915859725324,0.004656801599037405,4.8725430413847395,0.003944868936922871,29.314513918936775,0.05492209557417572,63.39526309244235,0.004440791242657098,3.967789361264523,0.01958151166042185,3.6438700529858936,0.04968090524562921
20000,24,25,0,4.629400332996738,1.6575132421051646,0.022962336895588926,4.659676642589887,0.04109213486593913,29.951420646461884,0.033079433508536545,54.68886654220749,0.17186923783600852,3.9604050254237446,0.03716798459538232,3.7054175404131673,0.05328837735164887
20000,24,25,1,4.542936833000567,1.6317588249705153,0.009513084526523889,4.645211157194752,0.045111269037177,29.75702504179719,0.04030563657529102,68.9565345842051,0.011470273592327615,4.2465108218528025,0.02345772060999222,3.851072988349742,0.019757118578486305
20000,24,25,2,4.5275445000006584,1.6734320817175372,0.03212818912547938,4.669476023986087,0.03789531357889211,28.800058583485622,0.07150774907309938,62.27568615864404,0.013297895946030692,4.1222390035929175,0.018582128359000524,3.65481486893389,0.0468265038996124
20000,24,50,0,7.775443874998018,1.6338777685532302,0.008375304560563596,4.73518335999995,0.02555372077660408,30.554636367172822,0.013605843481838529,55.4705153181469,0.16003305549231925,4.024448161457597,0.021598167532616466,3.8535517449495726,0.015440989947435911
20000,24,50,1,7.769519249995938,1.608527922001203,0.0048590764533994754,4.7233815987096825,0.029042231232214614,30.26571493726214,0.023899869375004615,70.0772116668875,0.02790862221678201,4.297247483378535,0.03568583685292472,4.006324224220685,0.01976015862056205
20000,24,50,2,7.770344083000964,1.649896518135315,0.017612082445347645,4.7466368973832544,0.021996990614512,29.189546782547517,0.05895094216216446,63.60067229898,0.007695314938573463,4.1751564160168115,0.03165772405517473,3.795819551239238,0.010052568469411528
20000,24,100,0,10.716555040999083,1.6338892949343902,0.008382418261683944,4.735418347406312,0.025505363070812165,30.555493149569887,0.013578184008503063,55.47316390726007,0.15999294900886787,4.024472917972912,0.021592148863974696,3.85375208521406,0.015389804229549619
20000,24,100,1,10.584470624999085,1.6085354956473383,0.004854390898920339,4.723607361593926,0.028995822484207616,30.269647775202678,0.023773031346051902,70.08276930305631,0.027990142899485915,4.297557701283106,0.03576060291919033,4.006499888216122,0.019804871712619767
20000,24,100,2,10.68913325000176,1.6499045519568074,0.0176170374917576,4.746854047220203,0.021952248790223713,29.191070856022264,0.05890180717839196,63.607496864299165,0.007803444023534787,4.175278862112819,0.03168797979846661,3.795992319729212,0.01000751055225019
20000,32,25,0,5.886044083999877,1.6463348623782224,0.01606341074664562,4.725658092105206,0.027513911365430445,30.417642124366214,0.018028423379606494,55.65835266963328,0.15718871259614262,3.9861359442683995,0.030912424295268595,3.7520869641661765,0.04136462371055493
20000,32,25,1,5.6466900410014205,1.6225763087969187,0.0038321774682828205,4.716230468947832,0.03051224690904074,30.277217960999376,0.023528885144307454,69.75020907211501,0.02311207311531828,4.240568277495176,0.022025499391672868,3.8953711444087613,0.008481572187047835
20000,32,25,2,5.630844541999977,1.6625223344638125,0.02539934855894348,4.740451291709453,0.023271480552258146,29.10324150622005,0.061733359428846904,63.66914630389957,0.008780223815450863,4.130013825541432,0.02050324323880913,3.6996594715375215,0.03513105880107463
20000,32,50,0,9.213875125002232,1.6232609645719394,0.001822964383015505,4.806091829521048,0.010961573221359251,31.109730548895815,0.004314240743318743,56.522021201412684,0.14411053919996267,4.049939912715821,0.015400752348414917,3.9000096378408573,0.003571281153693002
20000,32,50,1,9.033330584003124,1.5998870787932626,0.010204869070709534,4.799174340161934,0.01346196324171916,30.532497846154453,0.015295848860105125,70.49854493441846,0.03408883527349664,4.285741612581872,0.03291279027581798,4.048972465451555,0.030615739649064465
20000,32,50,2,9.455602000001818,1.639502567005696,0.0112013711446167,4.822625643285359,0.006340174266782301,29.490754060284544,0.049240245828304115,64.99355086413964,0.029764220087744916,4.182434406887628,0.03345607476334874,3.840302747356553,0.0015486220371895242
20000,32,100,0,13.13356204199954,1.6232665682799714,0.001826422806223309,4.80640495576158,0.01089713544211903,31.112471912498098,0.004402740079579493,56.51567456795646,0.14420664363096644,4.049994025888566,0.015387596649732821,3.900237909707676,0.003512959081461209
20000,32,100,1,13.300884666998172,1.5998845438044207,0.010206437381152178,4.799467687087227,0.01340166163997366,30.53921687597363,0.01507915330548939,70.50480443657635,0.03418065108759414,4.285752020485687,0.03291529869978343,4.049140979454331,0.03065863279914016
20000,32,100,2,12.408701790998748,1.6395045189041602,0.01120257502342912,4.8229366164917336,0.006276100957985388,29.496102558169643,0.04906781427487456,65.00367406210724,0.029924613033218722,4.182910779622109,0.03357378379316396,3.8405275691490735,0.0016072554240124282
20000,48,25,0,8.866244750002807,1.640913767529867,0.012717690354353084,4.757013243219104,0.02106138186139337,30.644459870605736,0.010706074758051437,56.65978046458866,0.14202450796870608,3.9976373059937167,0.028116276118807813,3.76554871677791,0.037925227874661176
20000,48,25,1,8.64352237500134,1.6187379955114536,0.0014575450012213607,4.746959592850724,0.024195441680114938,30.435727823999166,0.01841678062934169,69.80852725518562,0.023967497607594746,4.23486611473893,0.020651212891089177,3.904918541374057,0.006051400663514364
20000,48,25,2,8.861405791001744,1.6574467321051092,0.022268852658666065,4.772177083167452,0.01673465875782847,29.34681350773841,0.0538807810982517,65.01085587184522,0.03003840233393127,4.126034690204989,0.019520021223664048,3.7120547937160886,0.031898366311870145
20000,48,50,0,15.142565832997207,1.6178869950126908,0.0014936718399039292,4.840854056528307,0.003807906681032735,31.04123863273129,0.0021031188349590483,57.472123435296524,0.1297235361986718,4.0624209092441745,0.012366440715006515,3.916673421121021,0.0006862140237236827
20000,48,50,1,14.77345758300362,1.596211018340809,0.012479121288300319,4.834907674857565,0.006116471838657387,30.989115223588566,0.0005694733991922534,70.46216016157763,0.033555135075802225,4.276599733942624,0.030709492870788464,4.059225056000305,0.033225409455880824
20000,48,50,2,15.237127583000984,1.6344998733736227,0.008115843398595567,4.858287203854726,0.001007578323151652,29.972768094272883,0.03370047551503059,66.33196968158552,0.050970259631252596,4.180094804086088,0.03287797203834164,3.855150039136861,0.0054207867080054905
20000,48,100,0,21.041486875001283,1.6178878740838185,0.0014931293062865716,4.84123323811129,0.0037298754719756427,31.04813433440615,0.002325732508230667,57.476184535126464,0.1296620406528682,4.062454277769438,0.012358328341594052,3.916926289529143,0.0007508203625124253
20000,48,100,1,20.631022249996022,1.5962074855898465,0.012481306879863466,4.8352545932060105,0.006045157874601751,30.993415410738034,0.00043078798412743235,70.49208541090788,0.0339940855002964,4.27642581571938,0.030667576588032708,4.059322373184885,0.03325018033862245
20000,48,100,2,20.583385832993372,1.6344988543442664,0.008115214888520015,4.858666288520674,0.0010856854023584084,29.979197734854832,0.033493188733329106,66.34244469751422,0.051136226815147165,4.180183267412047,0.032899830829828086,3.8553351101252042,0.0054690531092630185
50000,24,25,0,7.042496374997427,1.6577021551851427,0.02307892779866922,4.677454740309412,0.03743360680960193,29.83329096670302,0.03689300943937931,59.09656746424941,0.10512525583842211,3.986150511390297,0.030908882816241753,3.7102928918678515,0.05204275473657093
50000,24,25,1,7.313039332999324,1.6414373200940477,0.015500836709147281,4.638260437229486,0.0465400876510802,29.46755131257106,0.049641459155257736,64.29232927444994,0.056945360244200154,4.112691879907977,0.008794176310297743,3.750083932356085,0.045462630662712396
50000,24,25,2,7.10629879199405,1.6647987716473012,0.026803394180825297,4.673701592395193,0.03702467217323757,29.20546262766818,0.05843782727322594,59.72597257957064,0.05369580897420379,4.00041991905221,0.011518683917548421,3.6397913134113393,0.05074463804725672
50000,24,50,0,11.587942458005273,1.6342681350419903,0.008616225842785508,4.755670417681218,0.021337719914127067,30.47069079164075,0.016315855284150575,60.06274444939965,0.09049483956383607,4.044372689065358,0.016754225322308688,3.8601839951156007,0.013746490407772661
50000,24,50,1,12.28192887500336,1.6181809924453827,0.001112946354218427,4.714582361977361,0.03085103856355714,29.988811640562655,0.03283028270372105,65.39946442345018,0.040705647810630984,4.16072255797185,0.0027817669411917636,3.8991791956441446,0.007512279959436105
